1;176;40;441;843;89;13;193;4,9
2;175;40;256;98;69;8;96;4,9
3;84;40;344;512;27;26;34;4,9
4;112;40;437;315;89;26;114;4,9
5;179;113;402;607;27;31;244;4,9
6;145;113;315;470;77;6;396;4,9
7;160;113;314;526;22;15;271;4,9
8;92;113;140;109;39;42;325;4,9
9;182;113;394;73;22;18;2;4,9
10;176;140;250;159;70;35;75;4,9
11;111;140;260;159;54;32;226;4,9
12;188;140;179;313;69;23;299;4,9
13;167;140;26;318;30;58;287;4,9
14;199;140;87;793;40;38;214;4,9
15;115;100;208;59;51;26;203;4,9
16;189;100;421;57;89;6;378;4,9
17;165;100;256;876;71;24;215;4,9
18;92;100;307;504;52;56;194;4,9
19;104;100;262;439;71;23;157;4,9
20;177;243;280;308;13;6;337;4,9
21;178;243;395;265;43;48;268;4,9
22;88;243;97;388;23;9;47;4,9
23;127;243;169;914;48;51;315;4,9
24;176;243;231;573;32;51;27;4,9
25;93;141;298;179;15;19;160;4,9
26;130;141;347;955;53;39;335;4,9
27;104;141;312;914;79;16;327;4,9
28;118;141;130;675;89;0;358;4,9
29;127;141;346;518;31;35;107;4,9
30;135;6;88;364;24;0;355;4,9
31;85;6;29;863;65;20;176;4,9
32;174;6;114;701;58;5;354;4,9
33;156;6;136;547;48;46;175;4,9
34;145;6;291;282;69;33;352;4,9
35;87;47;308;132;57;38;335;4,9
36;131;47;408;990;19;45;181;4,9
37;146;47;148;559;20;38;277;4,9
38;94;47;190;463;85;57;364;4,9
39;139;47;188;925;65;21;242;4,9
40;113;132;441;666;14;45;261;4,9
41;154;132;27;809;60;58;258;4,9
42;90;132;357;80;19;6;393;4,9
43;130;132;287;79;39;27;241;4,9
44;107;132;324;221;12;13;365;4,9
45;164;142;172;943;21;28;356;4,9
46;99;142;362;575;1;37;124;4,9
47;170;142;217;308;79;6;164;4,9
48;103;142;366;741;84;57;79;4,9
49;89;142;234;63;84;1;173;4,9
50;137;218;402;969;38;15;56;4,9
51;146;218;273;331;85;10;336;4,9
52;154;218;201;123;63;7;368;4,9
53;181;218;47;729;2;5;383;4,9
54;152;218;187;745;14;57;330;4,9
55;107;201;63;542;71;24;313;4,9
56;86;201;21;739;50;48;346;4,9
57;184;201;253;101;31;45;381;4,9
58;177;201;425;12;17;19;299;4,9
59;178;201;357;10;74;50;158;4,9
60;126;170;227;714;36;42;29;4,9
61;158;170;318;923;6;52;41;4,9
62;145;170;416;155;20;23;200;4,9
63;88;170;447;210;12;52;87;4,9
64;149;170;366;792;87;37;309;4,9
65;106;52;154;174;13;21;61;4,9
66;98;52;180;273;8;14;356;4,9
67;185;52;62;87;70;49;265;4,9
68;147;52;276;326;69;24;71;4,9
69;142;52;280;495;74;53;112;4,9
70;162;22;67;843;60;45;146;4,9
71;173;22;357;75;21;6;318;4,9
72;188;22;434;244;0;4;198;4,9
73;83;22;435;309;4;9;358;4,9
74;131;22;424;996;56;44;263;4,9
75;120;133;446;408;14;44;13;4,9
76;136;133;147;419;4;52;195;4,9
77;125;133;101;979;44;12;110;4,9
78;154;133;187;327;77;18;150;4,9
79;83;133;446;947;21;48;148;4,9
80;98;14;187;904;52;48;197;4,9
81;176;14;226;968;55;10;243;4,9
82;190;14;198;566;70;40;180;4,9
83;133;14;352;347;10;14;2;4,9
84;158;14;305;32;11;45;34;4,9
85;107;133;22;890;73;4;188;4,9
86;156;133;78;5;36;46;261;4,9
87;176;133;72;251;35;56;186;4,9
88;104;133;124;791;33;35;322;4,9
89;192;133;77;896;83;7;184;4,9
90;161;195;396;387;58;33;13;4,9
91;155;195;222;312;2;16;175;4,9
92;125;195;257;462;39;50;161;4,9
93;114;195;43;657;48;48;173;4,9
94;96;195;207;82;78;53;229;4,9
95;165;12;245;723;1;46;165;4,9
96;140;12;311;356;27;58;358;4,9
97;109;12;232;933;18;14;191;4,9
98;167;12;22;526;75;21;10;4,9
99;105;12;31;954;46;5;380;4,9
100;170;154;331;323;20;53;261;4,9
101;146;154;310;26;30;42;372;4,9
102;174;154;308;646;51;54;82;4,9
103;110;154;381;394;14;31;72;4,9
104;105;154;81;698;73;42;183;4,9
105;198;155;182;552;33;9;368;4,9
106;115;155;18;556;61;47;282;4,9
107;164;155;367;906;51;20;225;4,9
108;140;155;17;307;75;6;144;4,9
109;131;155;95;141;1;42;382;4,9
110;168;256;254;350;10;31;94;4,9
111;116;256;220;647;56;9;278;4,9
112;99;256;272;460;73;21;122;4,9
113;152;256;160;248;18;25;273;4,9
114;170;256;136;191;85;56;311;4,9
115;113;85;270;943;72;8;143;4,9
116;164;85;171;337;2;4;341;4,9
117;129;85;63;148;84;45;387;4,9
118;127;85;348;707;9;35;196;4,9
119;174;85;65;666;32;13;18;4,9
120;123;141;390;345;75;5;88;4,9
121;176;141;144;459;59;55;108;4,9
122;118;141;78;346;0;32;241;4,9
123;123;141;196;978;49;0;228;4,9
124;106;141;1;452;1;59;276;4,9
125;120;41;131;672;47;59;27;4,9
126;116;41;24;716;85;38;374;4,9
127;93;41;351;833;24;19;175;4,9
128;96;41;56;758;77;36;152;4,9
129;199;41;389;774;55;5;307;4,9
130;174;84;345;326;68;58;261;4,9
131;157;84;162;940;21;33;259;4,9
132;138;84;148;612;80;47;156;4,9
133;167;84;60;575;77;34;232;4,9
134;116;84;306;289;48;7;117;4,9
135;162;250;426;158;28;10;313;4,9
136;81;250;384;620;60;4;78;4,9
137;186;250;93;206;11;3;152;4,9
138;196;250;443;222;32;37;86;4,9
139;136;250;90;746;41;17;145;4,9
140;92;62;291;545;52;42;131;4,9
141;81;62;199;108;69;32;43;4,9
142;135;62;223;660;61;22;38;4,9
143;147;62;107;153;13;18;187;4,9
144;152;62;141;942;76;58;15;4,9
145;146;144;115;565;75;33;136;4,9
146;154;144;227;793;3;56;345;4,9
147;105;144;308;251;15;43;323;4,9
148;142;144;168;367;66;7;381;4,9
149;91;144;152;76;88;23;154;4,9
150;99;123;31;221;88;51;358;4,9
151;159;123;49;337;67;35;306;4,8
152;103;123;97;281;8;47;139;4,8
153;97;123;100;41;40;39;73;4,8
154;178;123;60;611;66;12;106;4,8
155;155;30;183;882;41;47;396;4,8
156;164;30;179;274;5;41;73;4,8
157;154;30;348;972;83;44;324;4,8
158;109;30;131;640;21;9;46;4,8
159;83;30;183;36;14;43;113;4,8
160;189;233;32;120;42;21;126;4,8
161;170;233;219;105;7;56;347;4,8
162;99;233;154;262;3;24;338;4,8
163;104;233;393;931;87;58;396;4,8
164;185;233;110;765;38;23;381;4,8
165;145;176;445;145;71;6;200;4,8
166;116;176;276;610;88;19;55;4,8
167;105;176;311;371;0;46;306;4,8
168;123;176;282;313;46;24;393;4,8
169;191;176;44;129;53;6;220;4,8
170;118;26;68;532;24;52;6;4,8
171;145;26;68;541;9;13;238;4,8
172;186;26;273;828;68;18;202;4,8
173;109;26;445;665;2;19;92;4,8
174;100;26;261;162;78;0;148;4,8
175;164;130;27;659;20;59;272;4,8
176;130;130;221;983;20;36;329;4,8
177;142;130;36;915;46;22;41;4,8
178;120;130;373;91;78;33;263;4,8
179;89;130;371;299;8;17;341;4,8
180;161;35;76;403;65;32;92;4,8
181;125;35;378;77;78;0;104;4,8
182;171;35;22;199;72;9;101;4,8
183;87;35;353;761;60;32;245;4,8
184;156;35;225;1;13;9;152;4,8
185;118;50;57;554;42;39;45;4,8
186;122;50;171;286;89;15;104;4,8
187;194;50;35;604;71;36;351;4,8
188;82;50;67;847;21;4;365;4,8
189;135;50;282;790;8;2;92;4,8
190;108;176;313;554;73;8;82;4,8
191;148;176;245;692;71;52;309;4,8
192;174;176;224;413;53;32;12;4,8
193;164;176;176;267;12;13;190;4,8
194;194;176;26;639;1;1;129;4,8
195;110;89;25;758;52;33;158;4,8
196;111;89;211;592;3;20;130;4,8
197;121;89;438;462;25;24;19;4,8
198;84;89;115;62;29;50;387;4,8
199;144;89;208;79;77;4;226;4,8
200;146;134;165;541;47;43;13;4,8
201;189;134;381;193;24;33;43;4,8
202;122;134;420;817;79;30;197;4,8
203;173;134;100;965;89;4;77;4,8
204;81;134;98;789;4;6;127;4,8
205;127;103;11;478;73;57;322;4,8
206;133;103;335;246;45;12;337;4,8
207;197;103;226;222;43;2;287;4,8
208;149;103;260;367;26;20;236;4,8
209;143;103;135;347;46;29;97;4,8
210;183;194;393;874;14;5;351;4,8
211;94;194;387;76;4;44;213;4,8
212;166;194;344;144;7;41;316;4,8
213;168;194;340;328;47;44;12;4,8
214;92;194;306;886;25;39;184;4,8
215;192;63;1;635;40;58;43;4,8
216;120;63;62;600;82;51;201;4,8
217;143;63;277;761;56;49;153;4,8
218;105;63;295;723;68;29;215;4,8
219;106;63;61;843;5;24;397;4,8
220;180;52;277;118;45;31;33;4,8
221;117;52;79;977;31;39;55;4,8
222;181;52;211;20;19;24;135;4,8
223;87;52;27;899;39;48;84;4,8
224;138;52;232;98;20;49;105;4,8
225;113;191;273;78;59;53;163;4,8
226;93;191;104;538;46;12;95;4,8
227;116;191;32;620;57;4;81;4,8
228;190;191;193;722;30;55;374;4,8
229;171;191;365;906;1;0;394;4,8
230;89;89;321;75;82;31;305;4,8
231;177;89;59;804;26;6;207;4,8
232;145;89;311;203;45;8;346;4,8
233;184;89;13;28;81;50;221;4,8
234;127;89;304;143;80;4;200;4,8
235;91;56;248;435;77;31;91;4,8
236;99;56;40;880;22;4;47;4,8
237;95;56;276;823;34;14;223;4,8
238;117;56;345;150;12;57;20;4,8
239;132;56;395;520;46;51;248;4,8
240;190;15;136;202;80;58;43;4,8
241;179;15;305;272;88;46;397;4,8
242;173;15;431;788;63;56;228;4,8
243;114;15;404;335;68;44;378;4,8
244;89;15;268;383;38;38;282;4,8
245;156;61;116;332;1;49;371;4,8
246;167;61;385;277;37;52;15;4,8
247;174;61;167;147;15;5;259;4,8
248;101;61;261;948;51;43;233;4,8
249;115;61;255;255;72;22;290;4,8
250;128;8;254;341;48;43;177;4,8
251;193;8;436;775;19;42;4;4,8
252;138;8;205;725;85;34;372;4,8
253;130;8;131;779;42;7;276;4,8
254;160;8;242;748;64;14;269;4,8
255;189;126;248;16;76;28;178;4,8
256;179;126;186;732;12;40;159;4,8
257;123;126;105;556;21;7;227;4,8
258;154;126;306;877;85;26;248;4,8
259;147;126;197;650;78;11;278;4,8
260;107;187;46;299;20;27;187;4,8
261;153;187;113;502;66;31;274;4,8
262;97;187;45;70;68;27;44;4,8
263;116;187;279;149;56;59;15;4,8
264;144;187;53;395;25;2;317;4,8
265;194;57;16;913;85;17;26;4,8
266;80;57;44;769;46;18;47;4,8
267;192;57;161;264;25;31;196;4,8
268;161;57;87;763;80;4;32;4,8
269;91;57;50;260;62;20;28;4,8
270;119;56;318;786;26;39;93;4,8
271;97;56;348;693;40;0;212;4,8
272;92;56;374;508;4;40;108;4,8
273;179;56;394;790;32;36;77;4,8
274;119;56;432;832;77;11;322;4,8
275;117;197;313;189;8;24;60;4,8
276;87;197;276;52;33;43;393;4,8
277;169;197;337;359;87;14;234;4,8
278;86;197;261;423;45;11;215;4,8
279;183;197;48;593;87;41;160;4,8
280;114;153;399;139;22;50;365;4,8
281;167;153;44;901;55;39;311;4,8
282;140;153;32;373;77;26;388;4,8
283;198;153;262;273;11;13;355;4,8
284;109;153;225;651;21;18;223;4,8
285;91;240;293;84;11;5;241;4,8
286;139;240;235;58;46;29;62;4,8
287;195;240;345;730;62;27;194;4,8
288;110;240;68;996;63;49;5;4,8
289;135;240;298;251;0;20;104;4,8
290;139;207;154;521;65;7;168;4,8
291;193;207;124;253;85;26;371;4,8
292;88;207;353;970;23;7;207;4,8
293;177;207;83;755;4;24;39;4,8
294;106;207;375;70;59;26;140;4,8
295;138;49;358;23;62;48;177;4,8
296;84;49;271;270;46;12;398;4,8
297;104;49;247;774;67;13;196;4,8
298;128;49;59;486;47;4;294;4,8
299;169;49;420;422;46;17;140;4,8
300;113;219;406;453;23;7;17;4,8
301;91;219;70;816;7;54;215;4,7
302;159;219;246;54;18;32;178;4,7
303;90;219;379;174;2;13;1;4,7
304;159;219;324;287;85;52;8;4,7
305;142;80;414;244;32;5;300;4,7
306;115;80;289;703;11;20;234;4,7
307;85;80;256;985;36;11;276;4,7
308;168;80;393;68;18;30;41;4,7
309;177;80;307;449;53;24;302;4,7
310;97;72;357;566;54;37;168;4,7
311;102;72;431;448;22;48;153;4,7
312;165;72;377;445;15;26;271;4,7
313;117;72;44;254;12;8;180;4,7
314;92;72;185;141;49;24;121;4,7
315;164;59;426;982;5;47;191;4,7
316;195;59;165;989;0;43;114;4,7
317;154;59;119;823;71;15;146;4,7
318;140;59;6;913;9;39;358;4,7
319;95;59;291;114;45;12;111;4,7
320;155;142;65;554;51;26;291;4,7
321;173;142;294;698;42;18;127;4,7
322;91;142;235;858;47;11;112;4,7
323;153;142;394;185;81;17;315;4,7
324;95;142;130;87;83;8;145;4,7
325;135;41;319;372;16;8;25;4,7
326;163;41;174;68;43;42;323;4,7
327;145;41;270;782;50;22;109;4,7
328;94;41;417;222;53;24;178;4,7
329;157;41;385;766;39;8;256;4,7
330;182;133;150;9;13;36;288;4,7
331;120;133;323;463;44;53;218;4,7
332;127;133;212;97;67;11;138;4,7
333;167;133;322;650;1;26;95;4,7
334;148;133;138;925;48;16;119;4,7
335;109;62;192;629;17;28;213;4,7
336;134;62;77;841;2;33;262;4,7
337;131;62;148;42;0;58;218;4,7
338;93;62;260;97;37;55;81;4,7
339;138;62;404;769;52;18;318;4,7
340;176;113;74;245;58;7;305;4,7
341;112;113;281;210;66;10;354;4,7
342;162;113;42;365;0;54;211;4,7
343;115;113;428;995;15;43;60;4,7
344;178;113;226;424;63;34;305;4,7
345;184;226;19;230;10;29;75;4,7
346;161;226;415;245;63;55;360;4,7
347;181;226;415;534;21;6;50;4,7
348;187;226;387;49;0;50;321;4,7
349;111;226;201;93;74;36;135;4,7
350;147;13;200;864;27;50;181;4,7
351;196;13;393;815;20;36;21;4,7
352;110;13;33;270;78;13;114;4,7
353;111;13;141;584;60;54;328;4,7
354;184;13;89;425;77;2;37;4,7
355;182;79;407;135;78;27;391;4,7
356;154;79;312;784;12;15;32;4,7
357;155;79;200;948;53;43;397;4,7
358;148;79;389;541;31;1;392;4,7
359;124;79;243;43;39;38;11;4,7
360;94;215;324;377;26;8;46;4,7
361;104;215;367;895;54;35;191;4,7
362;101;215;149;596;24;22;367;4,7
363;152;215;313;862;42;13;123;4,7
364;194;215;396;155;44;54;374;4,7
365;102;13;340;16;37;21;101;4,7
366;97;13;360;477;47;10;270;4,7
367;110;13;426;873;75;38;311;4,7
